gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
M,78.0,98000.0,2017,100.0,66.66666666666666,26.32833333333333,6.0,0
M,66.0,51000.0,2016,100.0,100.0,17.3425,4.0,0
M,49.0,51000.0,2016,50.0,25.0,6.048333333333333,6.0,6
M,24.0,42000.0,2017,83.33333333333334,0.0,2.311428571428572,7.0,6
F,72.0,54000.0,2018,50.0,0.0,1.665,2.0,6
M,78.0,61000.0,2014,100.0,50.0,3.9835000000000003,20.0,1
F,57.0,45000.0,2017,83.33333333333334,83.33333333333334,12.505000000000003,16.0,4
M,81.0,63000.0,2014,75.0,50.0,3.275882352941176,17.0,1
F,56.0,58000.0,2016,33.33333333333333,16.666666666666664,3.4712499999999995,8.0,6
M,70.0,60000.0,2018,60.0,0.0,1.58,4.0,6
M,54.0,35000.0,2014,66.66666666666666,0.0,9.967000000000002,10.0,1
F,44.0,86000.0,2018,100.0,75.0,19.3,5.0,3
M,73.0,46000.0,2018,100.0,0.0,3.0,5.0,3
M,83.0,94000.0,2017,50.0,75.0,26.385,10.0,2
M,62.0,88000.0,2016,100.0,100.0,24.31375,8.0,0
F,21.0,72000.0,2018,50.0,33.33333333333333,3.7912499999999993,8.0,6
M,80.0,61000.0,2017,66.66666666666666,50.0,3.6919047619047625,21.0,4
M,54.0,83000.0,2018,100.0,33.33333333333333,19.34,1.0,3
F,60.0,110000.0,2017,33.33333333333333,33.33333333333333,22.8,3.0,2
F,71.0,32000.0,2016,60.0,60.0,39.64666666666667,9.0,0
M,52.0,34000.0,2018,0.0,0.0,4.085,6.0,6
F,87.0,68000.0,2015,40.0,80.0,16.362000000000002,5.0,2
M,53.0,41000.0,2015,40.0,60.0,11.47090909090909,11.0,1
M,26.0,47000.0,2018,20.0,40.0,3.598333333333333,6.0,6
F,62.0,86000.0,2017,80.0,100.0,25.58833333333334,6.0,0
M,38.0,67000.0,2017,60.0,0.0,3.5800000000000005,3.0,6
M,70.0,57000.0,2018,80.0,20.0,2.982,5.0,3
M,20.0,46000.0,2017,33.33333333333333,0.0,2.08,5.0,6
M,67.0,46000.0,2017,100.0,0.0,3.528,5.0,3
M,21.0,67000.0,2017,50.0,0.0,5.0375,4.0,6
F,40.0,65000.0,2016,75.0,75.0,17.872777777777777,18.0,4
F,88.0,98000.0,2017,60.0,80.0,26.9625,8.0,2
F,82.0,51000.0,2016,100.0,60.0,16.05,11.0,0
F,84.0,38000.0,2015,80.0,40.0,3.349473684210526,19.0,1
F,44.0,49000.0,2017,66.66666666666666,66.66666666666666,32.484,15.0,4
M,26.0,65000.0,2017,66.66666666666666,33.33333333333333,2.899411764705882,17.0,4
M,28.0,39000.0,2017,100.0,66.66666666666666,9.679999999999998,14.0,4
F,49.0,74000.0,2017,100.0,20.0,5.530000000000001,4.0,3
M,45.0,92000.0,2018,100.0,66.66666666666666,24.544,5.0,3
M,55.0,60000.0,2017,83.33333333333334,83.33333333333334,34.709999999999994,16.0,4
M,59.0,48000.0,2017,40.0,80.0,10.869000000000002,10.0,4
M,30.0,64000.0,2017,40.0,0.0,3.13,4.0,6
M,35.0,31000.0,2018,75.0,25.0,3.0483333333333333,6.0,6
M,59.0,96000.0,2016,100.0,75.0,28.11714285714286,7.0,0
F,44.0,72000.0,2016,100.0,83.33333333333334,18.417857142857144,14.0,0
M,53.0,83000.0,2017,100.0,66.66666666666666,22.952307692307695,13.0,0
M,26.0,61000.0,2017,75.0,25.0,3.4409090909090905,11.0,6
M,83.0,75000.0,2015,100.0,80.0,21.752857142857145,7.0,0
F,77.0,63000.0,2017,100.0,80.0,15.769999999999998,7.0,0
M,81.0,66000.0,2014,75.0,50.0,17.69,2.0,0
F,83.0,96000.0,2016,100.0,75.0,29.429999999999996,8.0,0
F,60.0,107000.0,2017,80.0,80.0,28.132857142857144,7.0,2
M,60.0,67000.0,2017,100.0,80.0,17.338,5.0,0
F,56.0,50000.0,2018,40.0,20.0,4.721666666666667,6.0,6
M,59.0,66000.0,2014,66.66666666666666,0.0,3.0588888888888888,18.0,1
F,57.0,90000.0,2015,100.0,40.0,23.076666666666668,3.0,0
F,34.0,48000.0,2017,66.66666666666666,33.33333333333333,3.465454545454546,11.0,4
F,36.0,74000.0,2018,40.0,20.0,4.19,8.0,6
F,62.0,113000.0,2016,100.0,100.0,27.641999999999996,10.0,0
M,33.0,47000.0,2018,50.0,0.0,1.8199999999999998,7.0,6
M,53.0,61000.0,2017,50.0,25.0,3.6339999999999995,5.0,6
M,82.0,77000.0,2016,80.0,80.0,19.444545454545455,11.0,0
M,50.0,80000.0,2017,100.0,66.66666666666666,22.408571428571427,7.0,0
M,47.0,41000.0,2017,20.0,0.0,3.876666666666667,3.0,6
M,66.0,83000.0,2016,100.0,100.0,16.876666666666665,9.0,0
M,27.0,53000.0,2017,80.0,0.0,2.735,6.0,6
F,57.0,64000.0,2018,100.0,100.0,17.44272727272727,11.0,0
M,56.0,97000.0,2016,66.66666666666666,100.0,27.299999999999997,4.0,2
F,61.0,72000.0,2015,75.0,25.0,23.67,3.0,2
F,57.0,53000.0,2017,100.0,50.0,13.494545454545454,11.0,4
F,37.0,51000.0,2018,40.0,100.0,11.84375,8.0,4
F,90.0,80000.0,2015,100.0,100.0,23.293333333333333,6.0,0
F,75.0,87000.0,2016,83.33333333333334,83.33333333333334,25.239166666666666,12.0,0
M,78.0,52000.0,2017,100.0,80.0,12.9325,8.0,0
M,38.0,72000.0,2017,100.0,100.0,15.138571428571428,7.0,0
M,51.0,54000.0,2013,50.0,25.0,3.374666666666667,15.0,1
F,82.0,116000.0,2017,100.0,75.0,21.87461538461538,13.0,0
M,65.0,47000.0,2017,100.0,33.33333333333333,5.756,5.0,3
F,48.0,74000.0,2015,100.0,75.0,20.078333333333333,6.0,0
F,77.0,37000.0,2017,60.0,40.0,2.9944444444444445,18.0,4
M,77.0,47000.0,2014,66.66666666666666,0.0,2.6808333333333336,12.0,1
F,91.0,88000.0,2016,66.66666666666666,100.0,23.284000000000002,5.0,2
M,47.0,60000.0,2015,50.0,25.0,3.1020000000000008,15.0,1
M,26.0,72000.0,2018,50.0,16.666666666666664,4.953999999999999,5.0,6
F,68.0,94000.0,2016,50.0,75.0,24.64875,8.0,2
F,76.0,62000.0,2017,100.0,75.0,17.629230769230766,13.0,0
M,54.0,67000.0,2018,100.0,20.0,17.2825,4.0,3
F,66.0,78000.0,2016,100.0,83.33333333333334,43.199230769230766,13.0,0
M,50.0,46000.0,2018,60.0,20.0,12.977142857142855,7.0,6
F,32.0,31000.0,2018,83.33333333333334,100.0,6.846428571428572,14.0,4
F,52.0,50000.0,2016,100.0,100.0,11.893333333333333,12.0,4
M,57.0,33000.0,2017,60.0,0.0,2.1024999999999996,8.0,6
M,48.0,57000.0,2018,100.0,66.66666666666666,13.701666666666668,6.0,3
M,59.0,41000.0,2018,50.0,0.0,2.533333333333333,3.0,6
M,59.0,69000.0,2014,60.0,40.0,4.283157894736843,19.0,1
M,46.0,44000.0,2018,50.0,0.0,0.33,1.0,6
F,100.0,96000.0,2018,66.66666666666666,50.0,21.072499999999998,4.0,2
F,56.0,51000.0,2018,100.0,0.0,7.3,1.0,3
M,24.0,47000.0,2018,100.0,0.0,4.517142857142857,7.0,6
F,59.0,56000.0,2018,66.66666666666666,100.0,12.683636363636365,11.0,4
F,28.0,57000.0,2017,80.0,40.0,13.368,20.0,4
M,49.0,97000.0,2016,66.66666666666666,66.66666666666666,27.286666666666665,6.0,2
M,78.0,44000.0,2017,75.0,50.0,10.698888888888888,9.0,3
M,49.0,57000.0,2018,100.0,66.66666666666666,14.965000000000002,6.0,3
M,83.0,100000.0,2016,40.0,40.0,27.55333333333333,3.0,2
F,62.0,81000.0,2016,80.0,80.0,25.035,10.0,0
M,85.0,59000.0,2018,100.0,0.0,11.18,1.0,3
M,71.0,72000.0,2018,75.0,25.0,6.1066666666666665,6.0,3
M,93.0,67000.0,2017,100.0,0.0,13.5,1.0,3
F,67.0,38000.0,2017,80.0,100.0,8.186521739130434,23.0,4
F,32.0,53000.0,2015,50.0,50.0,9.383181818181818,22.0,1
M,59.0,46000.0,2014,66.66666666666666,66.66666666666666,11.216153846153846,13.0,1
F,34.0,60000.0,2017,50.0,83.33333333333334,13.519166666666669,12.0,4
F,29.0,54000.0,2015,75.0,100.0,14.277777777777779,9.0,4
F,56.0,74000.0,2016,75.0,100.0,23.3275,12.0,0
F,49.0,74000.0,2017,100.0,66.66666666666666,20.93375,8.0,0
M,49.0,59000.0,2016,100.0,50.0,4.021999999999999,20.0,4
M,24.0,70000.0,2018,100.0,100.0,19.506666666666668,12.0,4
F,38.0,68000.0,2017,100.0,83.33333333333334,14.99692307692308,13.0,4
F,64.0,79000.0,2018,100.0,40.0,24.965,2.0,3
M,72.0,91000.0,2017,100.0,25.0,25.887999999999998,5.0,3
M,40.0,39000.0,2017,40.0,20.0,2.416,10.0,6
M,56.0,42000.0,2017,60.0,0.0,2.5025,4.0,6
F,51.0,56000.0,2014,100.0,75.0,45.38454545454545,11.0,0
F,53.0,65000.0,2017,100.0,100.0,18.224999999999998,6.0,0
M,67.0,72000.0,2017,75.0,75.0,17.596666666666664,9.0,0
M,72.0,93000.0,2015,100.0,66.66666666666666,20.506,5.0,0
M,69.0,92000.0,2016,100.0,75.0,24.62833333333334,12.0,0
F,34.0,46000.0,2016,75.0,75.0,9.691666666666668,12.0,4
M,42.0,36000.0,2017,60.0,100.0,9.033125,16.0,4
F,20.0,55000.0,2016,75.0,75.0,12.843333333333334,15.0,4
M,32.0,37000.0,2018,100.0,50.0,9.732307692307693,13.0,4
M,49.0,46000.0,2017,50.0,50.0,10.764545454545454,11.0,6
M,80.0,74000.0,2017,60.0,60.0,20.55333333333333,3.0,2
F,60.0,36000.0,2018,80.0,60.0,9.094,10.0,4
M,65.0,74000.0,2017,83.33333333333334,33.33333333333333,4.3420000000000005,5.0,3
O,68.0,76000.0,2017,100.0,75.0,22.177500000000002,8.0,0
F,33.0,72000.0,2017,33.33333333333333,83.33333333333334,15.581428571428571,7.0,2
M,28.0,72000.0,2017,75.0,50.0,3.2635714285714283,14.0,4
F,59.0,57000.0,2017,25.0,0.0,1.448,5.0,6
M,44.0,48000.0,2018,75.0,50.0,8.594,5.0,6
F,57.0,96000.0,2016,100.0,83.33333333333334,27.38866666666667,15.0,0
F,62.0,70000.0,2017,100.0,33.33333333333333,19.575000000000003,2.0,3
M,67.0,45000.0,2016,83.33333333333334,100.0,13.37875,16.0,4
F,92.0,92000.0,2016,66.66666666666666,100.0,26.5325,8.0,2
M,52.0,39000.0,2018,80.0,40.0,13.469999999999999,7.0,3
M,22.0,69000.0,2018,100.0,80.0,17.10272727272727,11.0,4
M,73.0,54000.0,2017,100.0,40.0,10.038888888888888,9.0,3
M,37.0,63000.0,2018,100.0,50.0,15.683333333333335,6.0,3
F,68.0,44000.0,2015,100.0,0.0,11.475,8.0,1
F,68.0,79000.0,2018,100.0,25.0,23.766,5.0,3
F,58.0,104000.0,2017,20.0,40.0,33.2,4.0,2
M,31.0,43000.0,2017,80.0,20.0,3.4059999999999997,5.0,6
F,20.0,62000.0,2015,50.0,0.0,2.295,8.0,6
F,65.0,89000.0,2015,20.0,40.0,278.61,3.0,5
M,66.0,53000.0,2016,66.66666666666666,100.0,13.883571428571427,14.0,4
F,68.0,74000.0,2017,83.33333333333334,100.0,24.58888888888889,9.0,0
F,53.0,56000.0,2018,66.66666666666666,0.0,2.381111111111111,9.0,6
M,36.0,50000.0,2017,50.0,0.0,5.06,3.0,6
F,38.0,43000.0,2016,50.0,83.33333333333334,9.910526315789474,19.0,4
F,83.0,64000.0,2016,100.0,60.0,17.275454545454547,11.0,0
M,50.0,74000.0,2015,80.0,60.0,18.826,5.0,0
M,31.0,58000.0,2014,40.0,20.0,3.0655555555555556,9.0,1
F,61.0,99000.0,2016,80.0,100.0,29.056666666666665,9.0,0
O,67.0,33000.0,2017,66.66666666666666,0.0,0.685,2.0,6
M,63.0,52000.0,2017,100.0,40.0,15.505833333333337,12.0,3
M,40.0,60000.0,2018,100.0,100.0,17.36625,8.0,4
F,63.0,103000.0,2018,50.0,100.0,23.06375,8.0,2
M,60.0,106000.0,2016,66.66666666666666,83.33333333333334,161.17428571428567,7.0,5
F,57.0,74000.0,2017,66.66666666666666,66.66666666666666,17.296666666666667,6.0,2
F,60.0,85000.0,2014,60.0,100.0,20.449,10.0,0
F,50.0,75000.0,2015,66.66666666666666,100.0,19.004,5.0,0
F,84.0,72000.0,2018,25.0,0.0,22.055,2.0,2
F,68.0,85000.0,2017,80.0,60.0,21.724166666666665,12.0,0
M,40.0,40000.0,2014,60.0,80.0,3.061818181818182,22.0,1
F,46.0,54000.0,2018,75.0,50.0,4.798333333333333,6.0,3
M,52.0,54000.0,2015,100.0,100.0,14.5875,12.0,0
M,63.0,59000.0,2018,100.0,100.0,18.94181818181818,11.0,0
F,93.0,40000.0,2017,75.0,50.0,10.565,12.0,3
M,67.0,41000.0,2018,40.0,40.0,2.480833333333333,12.0,6
F,51.0,34000.0,2018,80.0,0.0,1.6928571428571428,7.0,6
F,69.0,51000.0,2016,100.0,60.0,12.583125000000003,16.0,4
M,32.0,52000.0,2017,75.0,100.0,13.698749999999999,16.0,4
M,56.0,48000.0,2017,83.33333333333334,0.0,2.8100000000000005,4.0,6
F,63.0,86000.0,2015,83.33333333333334,66.66666666666666,23.086666666666662,6.0,0
F,91.0,40000.0,2017,66.66666666666666,16.666666666666664,3.0214285714285714,7.0,3
F,41.0,42000.0,2018,100.0,0.0,9.48142857142857,7.0,3
M,68.0,72000.0,2017,25.0,75.0,18.1175,8.0,2
F,88.0,78000.0,2015,33.33333333333333,50.0,18.19666666666667,9.0,2
F,50.0,86000.0,2017,80.0,60.0,30.90285714285714,7.0,2
F,58.0,88000.0,2018,100.0,20.0,26.645,2.0,3
M,63.0,47000.0,2017,60.0,0.0,2.3666666666666667,3.0,6
M,50.0,68000.0,2018,75.0,25.0,4.73,3.0,3
M,42.0,71000.0,2017,80.0,0.0,2.7359999999999998,5.0,6
M,70.0,90000.0,2016,50.0,66.66666666666666,28.273333333333337,6.0,2
F,48.0,60000.0,2017,100.0,20.0,14.126666666666665,3.0,3
M,71.0,37000.0,2018,60.0,20.0,3.118,5.0,6
M,52.0,56000.0,2016,100.0,75.0,14.424705882352939,17.0,4
F,64.0,73000.0,2015,83.33333333333334,100.0,74.71090909090908,11.0,0
M,47.0,81000.0,2017,100.0,25.0,20.151999999999997,5.0,3
M,35.0,64000.0,2016,33.33333333333333,50.0,4.132727272727273,11.0,6
O,67.0,58000.0,2018,100.0,50.0,15.67,4.0,3
M,73.0,39000.0,2017,100.0,100.0,8.857222222222221,18.0,4
F,92.0,97000.0,2015,80.0,80.0,25.416363636363634,11.0,0
M,48.0,62000.0,2015,80.0,100.0,15.2425,8.0,0
F,81.0,69000.0,2016,80.0,60.0,16.23,9.0,0
M,40.0,52000.0,2017,100.0,50.0,14.671999999999999,15.0,4
F,65.0,70000.0,2018,100.0,0.0,8.99,2.0,3
F,70.0,106000.0,2017,100.0,100.0,31.15125,8.0,0
F,61.0,98000.0,2017,75.0,75.0,23.915999999999997,5.0,2
M,38.0,75000.0,2017,100.0,60.0,19.998,15.0,4
M,28.0,60000.0,2016,40.0,60.0,16.692222222222217,9.0,4
M,76.0,75000.0,2016,100.0,75.0,21.742727272727272,11.0,0
M,61.0,61000.0,2018,66.66666666666666,0.0,2.236,5.0,6
F,44.0,67000.0,2018,83.33333333333334,0.0,2.94,4.0,3
M,27.0,71000.0,2018,33.33333333333333,16.666666666666664,4.928333333333334,6.0,6
F,51.0,87000.0,2016,83.33333333333334,83.33333333333334,22.20875,8.0,0
M,45.0,68000.0,2015,100.0,40.0,15.144999999999998,6.0,0
M,58.0,61000.0,2016,75.0,25.0,3.1393333333333335,15.0,1
M,53.0,41000.0,2018,50.0,0.0,1.0066666666666666,3.0,6
F,64.0,93000.0,2017,50.0,75.0,19.55,4.0,2
M,47.0,56000.0,2018,100.0,33.33333333333333,13.709999999999999,5.0,3
M,57.0,34000.0,2016,83.33333333333334,33.33333333333333,6.015833333333334,12.0,1
M,23.0,69000.0,2014,100.0,50.0,3.4505882352941173,17.0,1
F,34.0,44000.0,2018,66.66666666666666,33.33333333333333,3.641666666666667,6.0,6
F,44.0,86000.0,2017,100.0,80.0,24.48,9.0,0
F,54.0,93000.0,2016,50.0,75.0,27.746000000000002,5.0,2
M,53.0,63000.0,2014,50.0,50.0,3.2133333333333334,12.0,1
M,42.0,33000.0,2017,50.0,0.0,2.0175,4.0,6
F,58.0,42000.0,2018,66.66666666666666,83.33333333333334,9.723000000000003,10.0,4
F,34.0,75000.0,2017,66.66666666666666,100.0,23.684285714285718,7.0,4
F,44.0,63000.0,2014,80.0,40.0,16.945,4.0,1
M,20.0,70000.0,2018,66.66666666666666,33.33333333333333,4.8687499999999995,8.0,6
F,37.0,51000.0,2018,100.0,100.0,11.477142857142857,7.0,4
F,51.0,79000.0,2017,100.0,75.0,21.985714285714284,7.0,0
M,43.0,60000.0,2018,100.0,0.0,2.1283333333333334,6.0,3
M,57.0,71000.0,2018,75.0,25.0,2.6557142857142857,7.0,3
M,67.0,39000.0,2018,75.0,0.0,3.524,5.0,6
F,85.0,108000.0,2018,33.33333333333333,66.66666666666666,29.067500000000003,4.0,2
M,66.0,47000.0,2017,33.33333333333333,0.0,4.42,3.0,6
F,78.0,99000.0,2015,83.33333333333334,83.33333333333334,26.796999999999997,10.0,0
M,70.0,63000.0,2015,100.0,60.0,16.832,10.0,0
M,37.0,53000.0,2016,100.0,50.0,13.995,6.0,3
F,79.0,72000.0,2017,100.0,80.0,26.732,5.0,0
F,53.0,46000.0,2017,33.33333333333333,0.0,1.03,1.0,6
F,81.0,82000.0,2017,100.0,66.66666666666666,20.7925,4.0,0
M,60.0,65000.0,2017,100.0,100.0,15.41807692307692,26.0,4
F,43.0,50000.0,2018,100.0,40.0,7.115,4.0,3
M,64.0,45000.0,2018,80.0,80.0,13.089999999999998,6.0,3
M,44.0,51000.0,2017,100.0,100.0,14.355714285714287,7.0,4
F,32.0,36000.0,2014,60.0,20.0,2.6991666666666667,12.0,1
F,69.0,67000.0,2018,50.0,25.0,18.0725,4.0,2
M,45.0,56000.0,2016,100.0,80.0,17.23625,8.0,0
M,56.0,49000.0,2014,66.66666666666666,66.66666666666666,4.624444444444445,9.0,1
M,78.0,34000.0,2018,60.0,0.0,1.52,5.0,6
F,54.0,51000.0,2018,100.0,25.0,4.428571428571429,7.0,3
F,74.0,77000.0,2016,25.0,50.0,26.646666666666665,6.0,2
M,22.0,39000.0,2018,75.0,0.0,2.736,5.0,6
M,26.0,59000.0,2017,40.0,0.0,3.3839999999999995,5.0,6
F,63.0,107000.0,2017,75.0,50.0,28.1175,4.0,2
F,53.0,85000.0,2016,100.0,75.0,20.486250000000002,8.0,0
F,73.0,96000.0,2018,100.0,25.0,24.593333333333334,3.0,3
M,74.0,47000.0,2017,75.0,25.0,4.654000000000001,5.0,3
O,31.0,35000.0,2017,75.0,75.0,9.049411764705882,17.0,4
F,53.0,53000.0,2015,100.0,33.33333333333333,3.8419999999999996,15.0,1
M,21.0,44000.0,2016,83.33333333333334,100.0,10.402352941176469,17.0,4
F,71.0,100000.0,2014,100.0,80.0,26.248571428571427,7.0,0
M,33.0,31000.0,2017,75.0,50.0,2.672727272727273,11.0,4
M,62.0,90000.0,2017,100.0,100.0,27.24111111111111,9.0,0
F,50.0,119000.0,2015,66.66666666666666,66.66666666666666,28.876666666666665,9.0,2
F,69.0,36000.0,2018,25.0,50.0,8.392499999999998,4.0,6
M,30.0,62000.0,2017,83.33333333333334,33.33333333333333,2.9022222222222225,9.0,6
M,50.0,66000.0,2017,100.0,75.0,23.75666666666667,3.0,3
M,80.0,71000.0,2017,80.0,80.0,22.866363636363637,11.0,0
M,61.0,90000.0,2017,75.0,50.0,19.97125,8.0,2
F,78.0,110000.0,2016,60.0,80.0,26.44076923076923,13.0,2
M,64.0,75000.0,2016,100.0,80.0,17.439230769230768,13.0,0
F,58.0,93000.0,2016,80.0,60.0,22.835,8.0,0
M,41.0,50000.0,2018,80.0,0.0,3.572,5.0,6
F,52.0,71000.0,2016,33.33333333333333,66.66666666666666,20.30333333333333,3.0,2
F,56.0,106000.0,2016,83.33333333333334,83.33333333333334,23.570000000000004,9.0,0
M,60.0,113000.0,2016,66.66666666666666,66.66666666666666,24.498181818181816,11.0,2
M,64.0,119000.0,2017,40.0,80.0,25.558333333333334,6.0,2
F,63.0,103000.0,2018,0.0,100.0,24.0175,4.0,2
F,88.0,63000.0,2015,100.0,100.0,17.080833333333334,12.0,0
F,35.0,32000.0,2014,100.0,33.33333333333333,2.7556000000000007,25.0,1
F,74.0,68000.0,2016,66.66666666666666,100.0,17.443076923076923,13.0,0
M,47.0,71000.0,2015,100.0,50.0,20.351428571428567,7.0,0
F,54.0,96000.0,2016,40.0,80.0,30.423333333333332,3.0,2
M,60.0,37000.0,2017,80.0,0.0,1.6900000000000002,5.0,6
F,64.0,101000.0,2017,100.0,66.66666666666666,21.365,6.0,0
M,39.0,50000.0,2018,20.0,0.0,3.505,2.0,6
F,63.0,95000.0,2016,80.0,80.0,23.11375,8.0,0
M,39.0,61000.0,2017,80.0,60.0,3.5144444444444436,18.0,4
M,33.0,66000.0,2017,75.0,50.0,4.579999999999999,6.0,6
M,21.0,37000.0,2013,80.0,0.0,2.0282352941176467,17.0,1
M,63.0,50000.0,2018,20.0,0.0,4.7325,4.0,6
M,68.0,45000.0,2017,100.0,66.66666666666666,10.754285714285714,7.0,3
F,78.0,43000.0,2017,33.33333333333333,0.0,2.0625,4.0,6
F,58.0,72000.0,2016,100.0,40.0,17.64,8.0,0
M,59.0,77000.0,2017,50.0,25.0,21.166666666666664,3.0,2
M,66.0,80000.0,2014,80.0,60.0,19.22,7.0,0
M,52.0,47000.0,2017,80.0,0.0,2.7836363636363632,11.0,6
F,59.0,70000.0,2018,100.0,40.0,19.645,2.0,3
F,63.0,74000.0,2016,100.0,75.0,17.755714285714284,7.0,0
M,23.0,36000.0,2016,100.0,40.0,2.4805263157894735,19.0,4
F,57.0,95000.0,2017,100.0,16.666666666666664,22.66,1.0,3
M,39.0,69000.0,2015,66.66666666666666,83.33333333333334,17.346153846153847,13.0,4
M,57.0,110000.0,2017,80.0,60.0,25.364285714285717,7.0,2
M,54.0,57000.0,2017,100.0,25.0,9.76,1.0,3
M,77.0,54000.0,2018,100.0,0.0,11.55,1.0,3
M,46.0,55000.0,2018,100.0,25.0,4.221666666666667,6.0,3
M,66.0,30000.0,2017,75.0,0.0,2.508571428571428,7.0,6
M,37.0,65000.0,2018,80.0,60.0,19.24166666666667,6.0,3
M,63.0,119000.0,2016,80.0,80.0,32.92166666666667,12.0,0
M,72.0,40000.0,2014,50.0,0.0,3.525,14.0,1
F,38.0,39000.0,2015,60.0,100.0,9.149999999999999,19.0,4
M,31.0,42000.0,2014,50.0,25.0,2.797333333333333,15.0,1
F,66.0,50000.0,2017,100.0,25.0,15.376666666666667,3.0,3
M,83.0,70000.0,2018,100.0,100.0,63.87933333333333,15.0,0
M,67.0,61000.0,2018,66.66666666666666,16.666666666666664,4.581666666666666,6.0,6
M,53.0,31000.0,2015,83.33333333333334,50.0,2.7324,25.0,1
O,38.0,58000.0,2015,33.33333333333333,100.0,14.518333333333333,12.0,4
M,20.0,70000.0,2016,100.0,100.0,17.74,6.0,4
M,56.0,50000.0,2017,40.0,0.0,3.022,10.0,6
F,64.0,51000.0,2015,83.33333333333334,83.33333333333334,3.4611538461538465,26.0,1
M,52.0,75000.0,2017,75.0,75.0,22.184,5.0,0
F,62.0,72000.0,2017,60.0,0.0,5.196666666666666,3.0,6
M,27.0,48000.0,2017,40.0,0.0,14.5,1.0,6
F,51.0,58000.0,2016,83.33333333333334,83.33333333333334,16.25722222222222,18.0,4
F,64.0,95000.0,2017,100.0,83.33333333333334,31.03625,8.0,0
M,26.0,67000.0,2017,66.66666666666666,83.33333333333334,20.641666666666666,6.0,4
M,41.0,64000.0,2018,50.0,0.0,2.39,7.0,6
M,65.0,47000.0,2018,40.0,40.0,6.476000000000001,5.0,6
F,39.0,72000.0,2017,80.0,60.0,17.35272727272727,11.0,4
M,36.0,53000.0,2016,75.0,100.0,13.092857142857143,14.0,4
M,25.0,57000.0,2018,100.0,0.0,1.1325,8.0,6
F,51.0,86000.0,2017,80.0,20.0,27.3925,4.0,3
M,41.0,61000.0,2015,66.66666666666666,0.0,1.63,3.0,6
F,78.0,101000.0,2016,60.0,60.0,27.627142857142854,7.0,2
M,66.0,120000.0,2016,60.0,40.0,27.45,8.0,2
M,37.0,67000.0,2017,100.0,50.0,17.969333333333335,15.0,4
M,68.0,47000.0,2018,50.0,25.0,4.3580000000000005,5.0,6
F,63.0,82000.0,2016,50.0,50.0,25.348888888888887,9.0,2
F,53.0,119000.0,2017,60.0,20.0,25.884999999999998,2.0,2
M,68.0,63000.0,2018,75.0,50.0,18.685,2.0,3
F,21.0,47000.0,2016,50.0,50.0,12.588000000000001,10.0,4
F,59.0,102000.0,2017,50.0,25.0,21.650000000000002,3.0,2
M,60.0,44000.0,2017,20.0,0.0,2.15,1.0,6
F,55.0,66000.0,2015,100.0,100.0,3.7170833333333335,24.0,4
F,38.0,72000.0,2018,75.0,0.0,2.1079999999999997,5.0,6
M,35.0,70000.0,2018,20.0,0.0,2.1733333333333333,6.0,6
F,69.0,58000.0,2018,83.33333333333334,83.33333333333334,12.950000000000001,8.0,3
F,67.0,105000.0,2017,80.0,80.0,27.615,6.0,2
M,54.0,36000.0,2017,83.33333333333334,33.33333333333333,2.967307692307692,26.0,4
F,46.0,57000.0,2017,100.0,25.0,22.394999999999996,4.0,3
M,67.0,87000.0,2017,100.0,25.0,21.833999999999996,5.0,3
M,78.0,43000.0,2017,20.0,80.0,50.624,10.0,2
F,61.0,75000.0,2017,100.0,66.66666666666666,19.648750000000003,8.0,0
M,69.0,58000.0,2017,83.33333333333334,83.33333333333334,12.29,9.0,0
M,72.0,43000.0,2016,80.0,20.0,3.0454999999999997,20.0,1
M,36.0,45000.0,2017,50.0,0.0,4.511666666666667,6.0,6
M,58.0,103000.0,2018,50.0,50.0,27.86,3.0,2
F,62.0,85000.0,2016,80.0,80.0,94.51090909090908,11.0,5
M,27.0,60000.0,2018,75.0,0.0,2.186,5.0,6
F,57.0,64000.0,2018,50.0,50.0,3.827142857142857,7.0,6
F,58.0,34000.0,2015,50.0,0.0,2.9416666666666664,12.0,1
F,70.0,83000.0,2017,50.0,50.0,21.53,2.0,2
M,56.0,69000.0,2017,50.0,0.0,3.155,8.0,6
F,61.0,71000.0,2017,100.0,83.33333333333334,16.071,10.0,0
F,49.0,113000.0,2015,66.66666666666666,66.66666666666666,26.857999999999997,5.0,2
O,72.0,82000.0,2018,100.0,100.0,23.3675,4.0,0
M,78.0,31000.0,2017,66.66666666666666,0.0,1.7083333333333333,6.0,6
F,54.0,51000.0,2014,66.66666666666666,100.0,12.664,5.0,0
M,65.0,90000.0,2016,80.0,40.0,21.212857142857143,7.0,0
M,61.0,31000.0,2013,80.0,40.0,3.3052941176470587,17.0,1
F,29.0,68000.0,2018,0.0,50.0,21.3,4.0,6
F,36.0,71000.0,2018,66.66666666666666,66.66666666666666,17.35285714285714,7.0,4
M,55.0,72000.0,2017,40.0,20.0,21.0175,4.0,6
M,62.0,45000.0,2018,50.0,0.0,0.22666666666666666,3.0,6
F,60.0,66000.0,2016,60.0,40.0,18.600588235294115,17.0,1
F,77.0,74000.0,2018,100.0,40.0,16.7925,4.0,3
F,58.0,109000.0,2017,100.0,100.0,28.704285714285714,7.0,0
