,gender,age,income,year_joined
13828,M,48.0,48000.0,2014
13829,M,28.0,69000.0,2017
13830,F,81.0,78000.0,2015
13832,M,20.0,43000.0,2017
13833,M,62.0,54000.0,2016
13835,F,49.0,57000.0,2018
13836,F,57.0,74000.0,2017
13837,F,57.0,118000.0,2015
13839,M,75.0,35000.0,2017
13840,M,67.0,86000.0,2015
13841,M,46.0,36000.0,2016
13842,M,56.0,95000.0,2015
13843,F,31.0,73000.0,2017
13844,M,21.0,60000.0,2014
13845,F,63.0,86000.0,2017
13846,M,35.0,35000.0,2016
13848,M,20.0,37000.0,2017
13850,M,48.0,53000.0,2014
13851,F,47.0,80000.0,2017
13852,M,53.0,59000.0,2018
13853,M,39.0,41000.0,2018
13854,M,62.0,88000.0,2018
13855,M,78.0,39000.0,2016
13856,M,64.0,98000.0,2016
13857,F,36.0,61000.0,2018
13858,F,44.0,52000.0,2016
13859,F,60.0,68000.0,2017
13860,F,40.0,64000.0,2015
13861,M,54.0,73000.0,2014
13862,M,23.0,60000.0,2015
13864,F,51.0,62000.0,2017
13865,M,52.0,55000.0,2017
13866,F,55.0,99000.0,2017
13867,F,24.0,59000.0,2015
13868,M,59.0,53000.0,2016
13869,M,57.0,86000.0,2017
13870,F,24.0,38000.0,2018
13871,M,58.0,64000.0,2018
13872,M,71.0,83000.0,2015
13873,M,52.0,84000.0,2016
13874,M,21.0,75000.0,2018
13875,M,27.0,45000.0,2018
13876,F,75.0,57000.0,2018
13877,M,36.0,33000.0,2018
13878,M,71.0,61000.0,2016
13879,F,22.0,36000.0,2017
13880,M,31.0,55000.0,2018
13882,M,28.0,61000.0,2015
13884,M,57.0,58000.0,2018
13885,F,25.0,34000.0,2014
13886,M,55.0,90000.0,2017
13887,F,67.0,65000.0,2016
13888,M,43.0,63000.0,2017
13889,M,71.0,84000.0,2017
13891,M,69.0,101000.0,2017
13892,M,68.0,46000.0,2017
13894,M,29.0,66000.0,2017
13895,F,80.0,88000.0,2018
13898,F,54.0,86000.0,2015
13899,M,77.0,88000.0,2015
13900,M,85.0,66000.0,2016
13901,M,68.0,92000.0,2016
13902,M,51.0,32000.0,2014
13903,M,94.0,101000.0,2015
13904,F,67.0,77000.0,2017
13905,M,52.0,50000.0,2016
13908,F,55.0,32000.0,2018
13909,F,68.0,76000.0,2015
13911,F,46.0,69000.0,2017
13912,F,90.0,54000.0,2016
13913,M,33.0,34000.0,2017
13914,F,54.0,53000.0,2018
13915,F,22.0,40000.0,2015
13916,M,51.0,53000.0,2018
13917,F,78.0,66000.0,2017
13918,O,60.0,67000.0,2017
13919,M,22.0,57000.0,2013
13920,M,50.0,50000.0,2018
13921,F,72.0,108000.0,2017
13922,F,78.0,86000.0,2017
13923,M,59.0,108000.0,2015
13924,F,36.0,50000.0,2016
13925,M,60.0,95000.0,2017
13926,M,60.0,35000.0,2018
13927,F,97.0,94000.0,2016
13928,M,37.0,85000.0,2017
13929,M,58.0,79000.0,2016
13930,M,75.0,44000.0,2016
13931,F,50.0,74000.0,2017
13932,M,37.0,98000.0,2016
13934,M,68.0,52000.0,2016
13935,M,59.0,61000.0,2018
13936,M,62.0,39000.0,2016
13937,M,67.0,97000.0,2016
13938,F,39.0,37000.0,2017
13939,M,61.0,34000.0,2018
13940,M,53.0,62000.0,2018
13942,M,50.0,92000.0,2016
13943,M,31.0,62000.0,2018
13944,F,22.0,55000.0,2015
13945,F,49.0,78000.0,2017
13946,M,77.0,97000.0,2016
13947,M,28.0,31000.0,2018
13948,M,22.0,66000.0,2017
13949,F,39.0,81000.0,2017
13950,M,38.0,92000.0,2018
13951,M,49.0,68000.0,2018
13952,F,47.0,59000.0,2017
13953,M,64.0,81000.0,2016
13955,M,36.0,70000.0,2018
13956,M,35.0,52000.0,2018
13957,F,63.0,63000.0,2016
13958,M,61.0,46000.0,2017
13959,M,59.0,66000.0,2017
13960,M,32.0,40000.0,2013
13961,M,51.0,58000.0,2017
13962,M,65.0,89000.0,2017
13963,M,67.0,68000.0,2018
13964,M,59.0,58000.0,2017
13965,F,40.0,71000.0,2017
13966,F,30.0,44000.0,2018
13967,M,37.0,33000.0,2018
13968,F,45.0,60000.0,2017
13970,M,69.0,84000.0,2018
13971,M,62.0,41000.0,2018
13972,F,52.0,77000.0,2017
13973,M,78.0,90000.0,2018
13974,M,31.0,57000.0,2017
13975,F,58.0,77000.0,2018
13976,F,53.0,106000.0,2017
13977,F,54.0,119000.0,2016
13978,M,23.0,47000.0,2016
13979,M,76.0,81000.0,2016
13981,F,66.0,60000.0,2015
13982,F,62.0,37000.0,2017
13983,F,65.0,83000.0,2016
13985,M,22.0,46000.0,2017
13986,M,48.0,60000.0,2016
13988,M,46.0,76000.0,2016
13989,M,80.0,61000.0,2017
13990,M,60.0,54000.0,2018
13991,F,53.0,88000.0,2016
13995,F,72.0,79000.0,2017
13996,F,62.0,54000.0,2017
13998,F,54.0,43000.0,2016
14000,M,73.0,36000.0,2017
14001,M,20.0,38000.0,2016
14002,F,65.0,76000.0,2018
14003,M,31.0,68000.0,2017
14004,O,49.0,41000.0,2016
14005,M,84.0,78000.0,2016
14006,M,64.0,68000.0,2015
14007,F,69.0,72000.0,2018
14008,F,50.0,76000.0,2017
14010,F,26.0,62000.0,2015
14011,M,54.0,62000.0,2017
14012,M,46.0,50000.0,2017
14013,F,41.0,57000.0,2018
14015,M,41.0,58000.0,2017
14016,M,85.0,76000.0,2017
14017,F,84.0,35000.0,2017
14018,M,70.0,72000.0,2018
14019,M,63.0,79000.0,2015
14020,M,58.0,60000.0,2018
14021,F,58.0,30000.0,2017
14022,F,55.0,59000.0,2016
14023,M,49.0,64000.0,2015
14024,M,57.0,31000.0,2015
14029,F,57.0,76000.0,2017
14030,F,54.0,113000.0,2016
14031,F,44.0,60000.0,2017
14032,F,95.0,66000.0,2016
14033,M,56.0,54000.0,2018
14035,M,34.0,39000.0,2017
14036,M,73.0,39000.0,2018
14037,F,64.0,70000.0,2017
14038,M,29.0,44000.0,2016
14039,M,52.0,59000.0,2014
14040,M,67.0,80000.0,2017
14041,M,54.0,31000.0,2018
14042,M,66.0,36000.0,2017
14043,F,67.0,85000.0,2017
14044,F,48.0,54000.0,2016
14045,F,71.0,34000.0,2018
14046,F,61.0,96000.0,2017
14048,F,49.0,54000.0,2016
14049,M,68.0,49000.0,2017
14050,M,52.0,87000.0,2018
14051,M,75.0,70000.0,2018
14052,M,45.0,63000.0,2016
14053,M,41.0,51000.0,2018
14055,M,81.0,39000.0,2017
14056,M,69.0,84000.0,2017
14057,M,43.0,42000.0,2018
14058,M,61.0,78000.0,2018
14059,M,49.0,71000.0,2016
14060,F,79.0,77000.0,2017
14061,M,56.0,40000.0,2015
14062,F,54.0,99000.0,2018
14063,F,52.0,68000.0,2018
14064,F,47.0,59000.0,2018
14065,M,58.0,30000.0,2018
14066,M,85.0,55000.0,2016
14067,F,73.0,83000.0,2017
14069,F,27.0,60000.0,2015
14070,M,61.0,71000.0,2017
14071,M,49.0,99000.0,2018
14072,M,42.0,55000.0,2016
14073,M,73.0,57000.0,2016
14074,M,64.0,60000.0,2016
14075,M,55.0,36000.0,2017
14076,M,70.0,66000.0,2018
14078,F,78.0,44000.0,2016
14079,F,46.0,72000.0,2017
14080,M,67.0,74000.0,2014
14081,F,75.0,65000.0,2018
14082,F,76.0,102000.0,2017
14083,M,67.0,54000.0,2018
14084,M,70.0,73000.0,2018
14085,M,28.0,36000.0,2018
14086,M,84.0,90000.0,2015
14088,M,25.0,68000.0,2015
14090,F,48.0,50000.0,2017
14091,F,71.0,36000.0,2016
14092,F,57.0,88000.0,2018
14093,M,42.0,38000.0,2018
14094,M,23.0,38000.0,2014
14095,F,43.0,39000.0,2016
14096,F,35.0,38000.0,2018
14097,M,75.0,98000.0,2016
14098,M,36.0,75000.0,2014
14099,M,43.0,33000.0,2018
14100,M,57.0,36000.0,2014
14101,F,68.0,57000.0,2017
14102,F,44.0,33000.0,2018
14103,M,69.0,78000.0,2018
14105,M,84.0,96000.0,2017
14106,F,96.0,87000.0,2017
14107,F,33.0,57000.0,2014
14108,F,66.0,80000.0,2018
14109,M,19.0,67000.0,2015
14110,F,65.0,79000.0,2016
14111,M,63.0,58000.0,2015
14112,M,48.0,37000.0,2018
14113,F,48.0,84000.0,2015
14114,M,33.0,48000.0,2017
14115,F,79.0,78000.0,2016
14116,M,37.0,51000.0,2017
14117,M,55.0,53000.0,2017
14118,M,53.0,105000.0,2018
14119,M,28.0,33000.0,2017
14120,F,87.0,89000.0,2017
14121,F,66.0,55000.0,2017
14122,F,61.0,115000.0,2016
14123,M,66.0,54000.0,2014
14124,M,75.0,56000.0,2014
14127,F,27.0,57000.0,2016
14128,M,55.0,60000.0,2017
14129,M,40.0,42000.0,2018
14130,M,40.0,73000.0,2017
14131,M,77.0,68000.0,2017
14132,M,42.0,65000.0,2017
14133,M,49.0,34000.0,2017
14134,F,80.0,83000.0,2015
14135,M,29.0,50000.0,2017
14136,M,56.0,75000.0,2018
14137,F,37.0,47000.0,2017
14138,M,21.0,70000.0,2013
14139,M,60.0,35000.0,2017
14142,M,26.0,30000.0,2016
14143,F,56.0,54000.0,2013
14144,F,95.0,67000.0,2018
14145,F,74.0,97000.0,2017
14146,M,71.0,34000.0,2017
14147,M,49.0,57000.0,2016
14148,F,61.0,81000.0,2016
14150,F,55.0,83000.0,2017
14151,M,70.0,57000.0,2018
14152,M,74.0,77000.0,2016
14153,F,64.0,111000.0,2015
14154,F,45.0,55000.0,2017
14155,F,54.0,66000.0,2018
14156,M,21.0,71000.0,2017
14157,F,50.0,71000.0,2017
14158,M,70.0,61000.0,2017
14159,M,65.0,43000.0,2016
14160,F,81.0,70000.0,2018
14162,M,80.0,98000.0,2017
14163,F,40.0,30000.0,2017
14164,M,69.0,60000.0,2018
14165,F,63.0,65000.0,2016
14166,F,43.0,96000.0,2014
14167,M,63.0,52000.0,2018
14170,M,83.0,66000.0,2016
14171,M,39.0,41000.0,2016
14172,M,46.0,38000.0,2018
14173,M,38.0,66000.0,2017
14174,M,70.0,73000.0,2016
14175,F,93.0,79000.0,2016
14176,M,19.0,62000.0,2018
14178,M,38.0,53000.0,2016
14179,M,37.0,35000.0,2018
14180,M,61.0,64000.0,2017
14181,M,39.0,53000.0,2018
14182,F,82.0,107000.0,2017
14183,M,34.0,42000.0,2015
14184,F,77.0,41000.0,2018
14186,M,70.0,67000.0,2014
14187,M,61.0,44000.0,2017
14188,M,40.0,60000.0,2017
14189,M,60.0,70000.0,2015
14190,F,71.0,36000.0,2017
14191,M,61.0,68000.0,2015
14192,F,90.0,93000.0,2016
14193,M,37.0,59000.0,2018
14194,O,69.0,51000.0,2017
14195,M,33.0,53000.0,2017
14197,F,50.0,57000.0,2017
14198,M,71.0,36000.0,2018
14199,M,54.0,57000.0,2017
14200,M,46.0,56000.0,2015
14203,M,52.0,70000.0,2018
14204,F,55.0,85000.0,2016
14205,M,30.0,53000.0,2018
14206,M,35.0,34000.0,2017
14207,F,73.0,115000.0,2018
14208,F,34.0,39000.0,2016
14209,F,50.0,80000.0,2016
14210,F,55.0,114000.0,2016
14211,M,26.0,40000.0,2018
14212,M,79.0,54000.0,2018
14213,F,78.0,37000.0,2018
14214,F,41.0,35000.0,2018
14215,M,57.0,65000.0,2017
14217,M,57.0,77000.0,2018
14219,M,68.0,44000.0,2018
14220,M,79.0,69000.0,2018
14221,M,80.0,61000.0,2018
14222,F,78.0,74000.0,2015
14224,M,44.0,66000.0,2018
14225,F,56.0,81000.0,2016
14226,M,31.0,71000.0,2017
14227,M,63.0,73000.0,2018
14228,M,62.0,43000.0,2016
14229,F,45.0,65000.0,2017
14230,F,59.0,100000.0,2017
14231,F,40.0,55000.0,2016
14233,F,57.0,55000.0,2016
14234,M,65.0,74000.0,2016
14235,F,70.0,75000.0,2015
14236,M,23.0,73000.0,2017
14237,O,60.0,86000.0,2015
14238,F,62.0,87000.0,2017
14239,M,53.0,95000.0,2017
14240,F,66.0,68000.0,2015
14242,M,43.0,69000.0,2017
14244,M,19.0,44000.0,2017
14245,F,37.0,88000.0,2017
14246,M,43.0,45000.0,2018
14247,M,83.0,40000.0,2015
14248,F,29.0,38000.0,2014
14249,M,29.0,62000.0,2018
14250,M,78.0,59000.0,2017
14251,M,42.0,41000.0,2014
14252,F,47.0,56000.0,2016
14253,M,18.0,45000.0,2018
14255,F,85.0,65000.0,2018
14256,M,21.0,54000.0,2017
14257,F,91.0,57000.0,2017
14258,M,65.0,37000.0,2017
14259,M,75.0,75000.0,2017
14260,M,45.0,66000.0,2014
14262,F,21.0,31000.0,2016
14263,M,72.0,68000.0,2018
14264,M,49.0,32000.0,2017
14265,M,56.0,84000.0,2016
14266,M,55.0,65000.0,2018
14267,F,58.0,55000.0,2017
14268,F,53.0,67000.0,2016
14269,M,66.0,63000.0,2017
14270,M,71.0,71000.0,2018
14271,F,30.0,45000.0,2018
14272,M,36.0,30000.0,2015
14274,F,63.0,71000.0,2018
14276,M,69.0,93000.0,2014
14277,M,73.0,69000.0,2017
14278,F,70.0,90000.0,2017
14279,F,44.0,78000.0,2018
14280,O,49.0,95000.0,2017
14281,F,67.0,101000.0,2016
14282,O,67.0,85000.0,2016
14283,M,54.0,60000.0,2014
14284,M,35.0,34000.0,2017
14285,M,66.0,36000.0,2015
14286,M,67.0,79000.0,2016
14287,M,62.0,54000.0,2016
14289,M,44.0,72000.0,2018
14290,F,57.0,118000.0,2017
14291,M,18.0,49000.0,2016
14292,F,21.0,35000.0,2017
14293,M,63.0,49000.0,2018
14294,F,45.0,56000.0,2017
14295,M,66.0,66000.0,2016
14296,F,50.0,72000.0,2017
14298,F,53.0,49000.0,2017
14299,F,22.0,39000.0,2018
14300,F,32.0,47000.0,2018
14301,M,72.0,39000.0,2014
14302,F,67.0,104000.0,2018
14303,M,33.0,75000.0,2017
14304,M,42.0,64000.0,2018
14305,F,63.0,79000.0,2015
14306,M,35.0,59000.0,2017
14307,M,65.0,55000.0,2016
14309,M,50.0,30000.0,2017
14310,M,20.0,39000.0,2018
14311,M,59.0,89000.0,2018
14312,M,39.0,99000.0,2015
14313,M,98.0,37000.0,2015
14314,M,46.0,34000.0,2018
14315,M,28.0,65000.0,2017
14316,F,79.0,100000.0,2018
14317,F,53.0,91000.0,2017
14318,M,74.0,60000.0,2017
14319,M,31.0,36000.0,2018
14321,M,29.0,65000.0,2017
14322,M,80.0,34000.0,2017
14323,M,60.0,108000.0,2017
14324,M,77.0,49000.0,2018
14325,F,26.0,72000.0,2013
14326,M,62.0,111000.0,2016
14327,F,58.0,77000.0,2017
14328,M,59.0,59000.0,2017
14329,F,25.0,41000.0,2017
14330,M,53.0,73000.0,2018
14332,F,59.0,79000.0,2017
14333,M,52.0,98000.0,2016
14334,M,45.0,67000.0,2018
14335,M,34.0,59000.0,2015
14336,M,49.0,83000.0,2016
14337,M,59.0,58000.0,2016
14338,M,65.0,39000.0,2016
14339,F,51.0,113000.0,2017
14340,F,61.0,76000.0,2016
14341,M,76.0,84000.0,2015
14342,F,20.0,49000.0,2017
14343,F,51.0,58000.0,2018
14344,M,22.0,33000.0,2017
14345,F,58.0,54000.0,2015
14346,F,84.0,86000.0,2017
14347,M,53.0,111000.0,2017
14348,M,76.0,69000.0,2016
14350,F,51.0,101000.0,2018
14351,M,61.0,116000.0,2016
14352,F,46.0,32000.0,2017
14353,M,63.0,51000.0,2017
14354,M,46.0,57000.0,2017
14355,M,88.0,78000.0,2016
14356,M,54.0,67000.0,2015
14357,M,42.0,91000.0,2016
14360,M,19.0,32000.0,2017
14361,M,35.0,52000.0,2017
14362,F,51.0,50000.0,2018
14363,M,39.0,55000.0,2018
14364,M,47.0,53000.0,2016
14365,F,81.0,94000.0,2018
14366,M,52.0,79000.0,2015
14367,M,72.0,85000.0,2017
14368,M,47.0,32000.0,2017
14369,M,30.0,31000.0,2017
14370,M,58.0,50000.0,2016
14371,F,60.0,32000.0,2016
14372,F,61.0,98000.0,2016
14373,F,65.0,90000.0,2015
14374,F,72.0,82000.0,2018
14375,M,59.0,99000.0,2017
14377,M,29.0,30000.0,2017
14378,M,80.0,93000.0,2017
14381,M,69.0,80000.0,2016
14382,F,55.0,72000.0,2017
14384,F,73.0,89000.0,2016
14385,F,72.0,114000.0,2017
14386,M,66.0,46000.0,2018
14387,F,77.0,57000.0,2013
14388,M,62.0,65000.0,2017
14389,M,26.0,65000.0,2017
14391,M,51.0,65000.0,2017
14392,M,51.0,67000.0,2016
14393,M,97.0,81000.0,2016
14394,M,67.0,78000.0,2017
14395,F,62.0,82000.0,2016
14396,F,73.0,79000.0,2017
14397,F,53.0,100000.0,2015
14398,F,46.0,40000.0,2017
14399,M,39.0,61000.0,2017
14400,M,48.0,56000.0,2015
14401,M,43.0,31000.0,2017
14402,M,59.0,43000.0,2018
14403,F,51.0,40000.0,2017
14405,F,43.0,31000.0,2017
14406,F,44.0,78000.0,2018
14407,M,39.0,46000.0,2014
14408,M,79.0,73000.0,2017
14409,M,27.0,57000.0,2017
14410,F,75.0,53000.0,2017
14411,M,58.0,51000.0,2018
14412,M,57.0,87000.0,2014
14413,M,39.0,58000.0,2015
14415,M,58.0,83000.0,2018
14417,M,65.0,32000.0,2018
14418,F,70.0,76000.0,2017
14419,F,53.0,74000.0,2017
14420,M,19.0,43000.0,2015
14421,M,20.0,41000.0,2017
14422,M,53.0,67000.0,2017
14423,M,72.0,59000.0,2018
14424,M,65.0,68000.0,2016
14425,M,71.0,92000.0,2015
14426,M,41.0,52000.0,2013
14427,M,58.0,52000.0,2017
14428,M,35.0,57000.0,2016
14429,M,33.0,41000.0,2017
14430,M,42.0,54000.0,2018
14431,M,65.0,60000.0,2017
14432,M,21.0,53000.0,2017
14433,F,51.0,114000.0,2016
14434,F,80.0,71000.0,2016
14435,F,87.0,95000.0,2016
14437,F,22.0,31000.0,2018
14438,F,63.0,78000.0,2017
14439,F,29.0,54000.0,2017
14440,F,48.0,63000.0,2015
14441,F,79.0,61000.0,2014
14442,M,52.0,68000.0,2017
14443,F,54.0,52000.0,2015
14444,M,59.0,53000.0,2017
14445,M,35.0,37000.0,2018
14446,F,59.0,76000.0,2017
14447,F,58.0,97000.0,2017
14448,M,67.0,74000.0,2014
14449,F,45.0,73000.0,2018
14450,F,73.0,100000.0,2016
14451,M,71.0,116000.0,2017
14452,F,49.0,74000.0,2016
14453,F,50.0,33000.0,2018
14454,M,63.0,83000.0,2018
14455,M,64.0,86000.0,2014
14456,M,71.0,45000.0,2016
14457,M,48.0,92000.0,2014
14458,F,81.0,89000.0,2015
14459,M,73.0,56000.0,2017
14460,M,58.0,70000.0,2017
14461,M,56.0,73000.0,2016
14463,M,51.0,63000.0,2014
14464,F,51.0,100000.0,2016
14465,F,69.0,59000.0,2015
14467,F,55.0,55000.0,2018
14468,M,45.0,79000.0,2016
14469,F,70.0,35000.0,2017
14470,M,23.0,54000.0,2018
14471,M,58.0,54000.0,2018
14472,M,39.0,65000.0,2018
14473,F,74.0,73000.0,2015
14474,F,56.0,63000.0,2017
14475,F,48.0,117000.0,2015
14476,F,60.0,103000.0,2016
14477,M,56.0,99000.0,2018
14479,F,69.0,82000.0,2015
14481,M,29.0,59000.0,2016
14483,M,69.0,92000.0,2017
14484,M,59.0,103000.0,2017
14486,M,29.0,41000.0,2017
14487,M,46.0,63000.0,2017
14488,M,63.0,77000.0,2016
14489,M,47.0,46000.0,2016
14490,M,67.0,80000.0,2017
14492,M,50.0,54000.0,2016
14493,F,44.0,54000.0,2016
14494,M,27.0,74000.0,2014
14495,M,75.0,68000.0,2017
14496,F,67.0,111000.0,2017
14497,F,39.0,66000.0,2016
14499,O,82.0,78000.0,2017
14500,M,29.0,57000.0,2018
14501,F,66.0,63000.0,2018
14502,M,63.0,36000.0,2018
14503,M,22.0,57000.0,2015
14504,F,51.0,81000.0,2016
14505,F,52.0,86000.0,2016
14506,M,36.0,50000.0,2015
14507,F,62.0,84000.0,2017
14508,M,41.0,59000.0,2017
14510,F,90.0,43000.0,2017
14512,F,45.0,56000.0,2017
14513,F,45.0,62000.0,2017
14514,M,62.0,43000.0,2014
14515,F,53.0,62000.0,2018
14516,F,58.0,80000.0,2017
14517,M,33.0,74000.0,2017
14518,M,45.0,66000.0,2014
14519,M,54.0,51000.0,2016
14520,M,59.0,95000.0,2016
14521,M,72.0,119000.0,2017
14522,F,47.0,66000.0,2015
14523,F,24.0,31000.0,2017
14524,M,43.0,67000.0,2018
14525,M,59.0,72000.0,2016
14526,M,65.0,55000.0,2017
14527,F,38.0,59000.0,2016
14529,F,52.0,86000.0,2017
14530,F,65.0,73000.0,2017
14531,M,58.0,76000.0,2018
14532,F,36.0,30000.0,2017
14533,F,57.0,99000.0,2015
14534,F,51.0,47000.0,2015
14535,M,63.0,95000.0,2018
14536,F,70.0,114000.0,2017
14537,M,57.0,89000.0,2015
14538,M,68.0,63000.0,2017
14539,F,62.0,85000.0,2017
14540,F,55.0,99000.0,2017
14541,M,60.0,71000.0,2015
14542,F,36.0,45000.0,2016
14543,F,90.0,85000.0,2018
14544,M,80.0,41000.0,2014
14545,M,32.0,69000.0,2016
14546,M,73.0,61000.0,2017
14547,M,42.0,62000.0,2017
14548,F,68.0,98000.0,2016
14549,F,35.0,44000.0,2017
14550,F,33.0,47000.0,2013
14551,F,44.0,95000.0,2017
14552,M,53.0,61000.0,2017
14553,M,46.0,46000.0,2017
14555,M,59.0,65000.0,2017
14556,F,62.0,78000.0,2017
14558,F,67.0,96000.0,2017
14559,M,68.0,51000.0,2015
14560,M,37.0,64000.0,2017
14561,M,51.0,59000.0,2017
14562,M,81.0,82000.0,2018
14563,F,47.0,68000.0,2016
14564,F,55.0,112000.0,2016
14565,M,40.0,63000.0,2015
14566,F,28.0,47000.0,2017
14567,M,92.0,94000.0,2015
14568,F,23.0,40000.0,2018
14570,M,69.0,99000.0,2016
14571,M,49.0,64000.0,2018
14572,M,69.0,47000.0,2016
14574,M,45.0,50000.0,2016
14575,O,81.0,57000.0,2017
14578,M,63.0,61000.0,2016
14580,M,56.0,81000.0,2015
14581,O,50.0,76000.0,2015
14582,M,87.0,36000.0,2018
14583,M,39.0,32000.0,2017
14584,M,60.0,38000.0,2018
14585,F,67.0,33000.0,2017
14586,M,53.0,51000.0,2018
14588,F,38.0,47000.0,2017
14589,M,54.0,74000.0,2017
14590,M,59.0,77000.0,2016
14591,F,56.0,91000.0,2018
14592,F,36.0,74000.0,2016
14593,M,33.0,64000.0,2016
14594,M,67.0,56000.0,2017
14595,F,63.0,88000.0,2015
14596,M,36.0,34000.0,2017
14597,M,58.0,46000.0,2015
14598,M,47.0,59000.0,2014
14599,M,34.0,73000.0,2018
14601,M,27.0,62000.0,2018
14602,F,41.0,31000.0,2013
14603,M,64.0,108000.0,2016
14604,M,33.0,53000.0,2018
14605,M,84.0,106000.0,2016
14606,F,22.0,71000.0,2018
14608,M,51.0,79000.0,2018
14609,M,46.0,61000.0,2016
14611,M,51.0,77000.0,2014
14612,F,35.0,34000.0,2017
14613,M,55.0,51000.0,2015
14614,F,61.0,59000.0,2017
14616,F,41.0,83000.0,2015
14617,M,52.0,37000.0,2017
14618,M,29.0,33000.0,2013
14619,M,83.0,42000.0,2013
14620,M,66.0,70000.0,2018
14621,M,79.0,72000.0,2016
14622,M,44.0,39000.0,2017
14623,M,42.0,68000.0,2017
14624,F,29.0,42000.0,2015
14625,M,37.0,47000.0,2017
14626,F,59.0,93000.0,2017
14627,M,44.0,69000.0,2017
14628,F,57.0,113000.0,2017
14629,F,58.0,112000.0,2016
14630,M,67.0,53000.0,2014
14632,M,46.0,32000.0,2018
14633,F,58.0,52000.0,2018
14634,F,21.0,39000.0,2018
14635,F,61.0,111000.0,2017
14636,F,58.0,37000.0,2018
14637,M,22.0,56000.0,2018
14638,F,65.0,81000.0,2018
14639,F,64.0,84000.0,2017
14640,F,62.0,72000.0,2018
14641,M,50.0,62000.0,2016
14642,M,19.0,63000.0,2018
14645,F,70.0,100000.0,2016
14646,M,40.0,63000.0,2017
14647,M,23.0,32000.0,2015
14648,F,51.0,44000.0,2016
14649,M,52.0,89000.0,2017
14650,M,51.0,76000.0,2016
14651,F,76.0,80000.0,2016
14652,M,59.0,82000.0,2017
14653,F,28.0,65000.0,2018
14655,F,54.0,56000.0,2017
14656,F,57.0,72000.0,2015
14657,M,39.0,86000.0,2017
14658,M,80.0,82000.0,2018
14659,M,45.0,33000.0,2014
14660,M,36.0,50000.0,2017
14661,M,32.0,68000.0,2018
14663,F,77.0,68000.0,2018
14664,M,79.0,112000.0,2016
14665,M,67.0,92000.0,2014
14666,M,46.0,53000.0,2017
14667,M,46.0,77000.0,2016
14669,M,42.0,67000.0,2016
14670,F,46.0,76000.0,2018
14671,F,67.0,86000.0,2017
14672,F,81.0,92000.0,2016
14674,M,36.0,35000.0,2017
14675,M,61.0,93000.0,2016
14676,F,79.0,106000.0,2017
14677,F,61.0,106000.0,2016
14678,M,71.0,52000.0,2017
14679,M,43.0,66000.0,2018
14680,M,54.0,46000.0,2015
14681,M,55.0,80000.0,2018
14682,M,31.0,51000.0,2014
14683,F,65.0,64000.0,2017
14684,M,25.0,37000.0,2018
14686,F,62.0,117000.0,2016
14687,F,69.0,56000.0,2018
14688,M,60.0,32000.0,2017
14689,F,53.0,55000.0,2017
14690,F,57.0,85000.0,2015
14691,F,95.0,110000.0,2016
14692,M,43.0,34000.0,2018
14693,F,32.0,35000.0,2017
14694,F,67.0,87000.0,2017
14695,M,48.0,58000.0,2018
14696,M,66.0,119000.0,2016
14697,M,53.0,113000.0,2018
14698,F,40.0,53000.0,2017
14699,F,52.0,67000.0,2018
14700,M,55.0,66000.0,2017
14701,F,28.0,57000.0,2017
14702,M,85.0,81000.0,2016
14703,F,56.0,48000.0,2018
14704,F,64.0,73000.0,2016
14705,F,39.0,93000.0,2018
14706,M,61.0,38000.0,2016
14707,F,49.0,72000.0,2016
14708,M,78.0,93000.0,2017
14709,M,28.0,53000.0,2017
14710,M,67.0,69000.0,2017
14711,F,63.0,107000.0,2017
14712,M,52.0,62000.0,2018
14713,M,61.0,68000.0,2017
14714,F,71.0,116000.0,2017
14715,M,25.0,73000.0,2018
14716,F,54.0,74000.0,2016
14717,M,67.0,65000.0,2016
14720,M,46.0,69000.0,2016
14721,F,68.0,53000.0,2015
14722,M,27.0,45000.0,2016
14723,M,41.0,62000.0,2018
14724,F,50.0,71000.0,2016
14725,F,61.0,57000.0,2016
14726,M,82.0,76000.0,2017
14727,F,63.0,53000.0,2017
14729,M,68.0,64000.0,2017
14730,M,19.0,39000.0,2017
14731,M,59.0,70000.0,2017
14732,M,45.0,65000.0,2018
14733,M,71.0,62000.0,2018
14734,F,53.0,93000.0,2015
14735,F,58.0,100000.0,2017
14736,F,61.0,77000.0,2017
14737,M,33.0,45000.0,2018
14738,F,75.0,103000.0,2017
14739,M,42.0,74000.0,2017
14740,M,64.0,38000.0,2014
14742,M,36.0,66000.0,2017
14743,M,61.0,49000.0,2017
14745,F,42.0,62000.0,2017
14746,M,51.0,35000.0,2017
14747,M,52.0,63000.0,2014
14748,M,51.0,65000.0,2018
14749,M,55.0,58000.0,2017
14750,M,30.0,58000.0,2017
14751,F,68.0,119000.0,2017
14752,F,37.0,61000.0,2017
14753,M,41.0,63000.0,2017
14754,F,59.0,95000.0,2016
14755,M,40.0,45000.0,2017
14757,M,59.0,34000.0,2018
14758,F,40.0,72000.0,2015
14759,F,47.0,48000.0,2015
14760,M,54.0,96000.0,2016
14761,M,75.0,80000.0,2017
14762,M,54.0,59000.0,2018
14763,F,54.0,72000.0,2017
14764,F,55.0,74000.0,2015
14765,F,76.0,65000.0,2015
14766,M,71.0,31000.0,2018
14768,M,49.0,68000.0,2018
